pair_id,split,scenario,ground_truth,text_similarity,location_similarity,image_similarity,fused_score,decision,predicted_duplicate
PAIR_0492,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0065,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0018,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0225,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0375,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0312,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0074,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0016,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0082,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0348,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0263,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0187,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0208,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0327,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0344,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0039,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0030,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0328,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0141,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0223,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0315,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0478,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0413,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0452,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0460,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0180,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0228,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0354,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0086,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0219,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0368,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0447,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0229,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0157,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.792,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0152,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0339,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0168,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0415,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0053,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0165,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0457,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0477,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0093,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0309,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0221,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0041,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0218,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0373,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0043,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0411,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0137,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0266,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0409,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0430,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0422,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0355,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0255,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0096,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0476,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0198,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0226,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0381,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0205,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0224,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0189,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0410,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0064,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0140,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0170,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0336,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0025,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0400,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0494,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0147,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0098,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0332,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0386,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0458,TEST,DIFFERENT_ISSUE_SAME_WARD,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0497,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0243,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0279,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0418,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0204,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0264,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0159,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0162,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7919,0.0,0.638,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0022,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0103,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0406,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0479,TEST,DISTANT_NON_DUPLICATE,0,0.1226,0.0,0.5,0.1618,LOW_CONFIDENCE,0
PAIR_0104,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0151,TEST,NEAR_DUPLICATE_120M_DECAY,1,0.4498,0.7918,0.0,0.6379,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0019,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0235,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0398,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0367,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0033,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0070,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0416,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0094,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0324,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0246,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0357,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0238,TEST,NEAR_DUPLICATE_VISUAL_HASH,1,0.5085,1.0,0.5,0.7276,MEDIUM_CONFIDENCE_REVIEW,0
PAIR_0351,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0399,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0426,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0090,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0330,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0417,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0174,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4939,0.0,0.4646,LOW_CONFIDENCE,0
PAIR_0280,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0181,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0023,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0069,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0171,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0388,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0377,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0298,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,0,0.0,0.0,0.0,0.0,DIFFERENT_DEPARTMENT,0
PAIR_0396,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0054,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,1,0.3669,1.0,1.0,0.8101,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0322,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0337,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0376,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0124,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0177,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0035,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0404,TEST,SAME_DEPT_DIFF_LOC_800M,0,0.5991,0.0,0.5,0.3047,LOW_CONFIDENCE,0
PAIR_0183,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4939,0.0,0.4646,LOW_CONFIDENCE,0
PAIR_0009,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,1,1.0,1.0,1.0,1.0,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0383,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
PAIR_0130,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,1,0.833,1.0,0.0,0.9249,HIGH_CONFIDENCE_DUPLICATE,1
PAIR_0192,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4939,0.0,0.4646,LOW_CONFIDENCE,0
PAIR_0199,TEST,NEAR_DUPLICATE_220M_DECAY,1,0.4287,0.4938,0.0,0.4645,LOW_CONFIDENCE,0
PAIR_0326,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,0,1.0,0.0,1.0,0.35,LOW_CONFIDENCE,0
