pair_id,split,scenario,complaint_a_id,complaint_b_id,category_a,category_b,department_a,department_b,title_a,title_b,desc_a,desc_b,lat_a,lng_a,lat_b,lng_b,image_a,image_b,ground_truth,annotation_source
PAIR_0405,TEST,SAME_DEPT_DIFF_LOC_800M,CP-DEV-A0405,CP-DEV-B0405,garbage,garbage,garbage,garbage,Garbage overflow near market entrance,Garbage dump near residential block B,Trash uncollected for days.,Trash uncollected for days.,13.0827,80.2707,13.075493,80.278099,civic_garbage_021.jpg,civic_garbage_022.jpg,0,ground_truth_verified_different_issue
PAIR_0260,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0260,CP-DEV-B0260,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0418,80.2341,13.0418,80.2341,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0024,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0024,CP-DEV-B0024,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0012,80.2565,13.0012,80.2565,civic_roads_002.jpg,civic_roads_002.jpg,1,ground_truth_verified_same_issue
PAIR_0464,TEST,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0464,CP-DEV-B0464,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,12.975,80.221,12.964189,80.209906,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0158,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0158,CP-DEV-B0158,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0012,80.2565,13.000119,80.25539,,,1,ground_truth_verified_same_issue
PAIR_0268,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0268,CP-DEV-B0268,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0694,80.1948,13.0694,80.1948,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0299,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0299,CP-DEV-B0299,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,12.9249,80.1,12.9249,80.1,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0384,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0384,CP-DEV-B0384,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0067,80.202,13.029223,80.178884,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0101,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0101,CP-DEV-B0101,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0339,80.2696,13.033585,80.269924,,,1,ground_truth_verified_same_issue
PAIR_0129,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0129,CP-DEV-B0129,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0012,80.2565,13.000885,80.256176,,,1,ground_truth_verified_same_issue
PAIR_0403,TEST,SAME_DEPT_DIFF_LOC_800M,CP-DEV-A0403,CP-DEV-B0403,garbage,garbage,garbage,garbage,Garbage overflow near market entrance,Garbage dump near residential block B,Trash uncollected for days.,Trash uncollected for days.,13.0418,80.2341,13.049007,80.241498,civic_garbage_021.jpg,civic_garbage_022.jpg,0,ground_truth_verified_different_issue
PAIR_0146,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0146,CP-DEV-B0146,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,12.975,80.221,12.976081,80.219891,,,1,ground_truth_verified_same_issue
PAIR_0317,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0317,CP-DEV-B0317,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0418,80.2341,12.996755,80.187862,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0116,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0116,CP-DEV-B0116,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0339,80.2696,13.034215,80.269276,,,1,ground_truth_verified_same_issue
PAIR_0166,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0166,CP-DEV-B0166,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,12.9249,80.1,12.925981,80.101109,,,1,ground_truth_verified_same_issue
PAIR_0083,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0083,CP-DEV-B0083,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,13.0827,80.2707,13.08279,80.270608,civic_infrastructure_051.jpg,civic_infrastructure_051.jpg,1,ground_truth_verified_same_issue
PAIR_0085,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0085,CP-DEV-B0085,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,13.0067,80.202,13.00679,80.202092,civic_water_031.jpg,civic_water_031.jpg,1,ground_truth_verified_same_issue
PAIR_0156,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0156,CP-DEV-B0156,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0012,80.2565,13.002281,80.25761,,,1,ground_truth_verified_same_issue
PAIR_0468,TEST,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0468,CP-DEV-B0468,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0418,80.2341,13.052611,80.245197,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0488,TEST,DISTANT_NON_DUPLICATE,CP-DEV-A0488,CP-DEV-B0488,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0012,80.2565,13.09129,80.16404,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0432,TEST,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0432,CP-DEV-B0432,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0418,80.2341,13.030989,80.223003,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0029,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0029,CP-DEV-B0029,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0339,80.2696,13.0339,80.2696,civic_water_031.jpg,civic_water_031.jpg,1,ground_truth_verified_same_issue
PAIR_0258,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0258,CP-DEV-B0258,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0694,80.1948,13.0694,80.1948,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0222,TEST,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0222,CP-DEV-B0222,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0827,80.2707,13.082565,80.270839,civic_water_032.jpg,trans_civic_water_032.jpg,1,ground_truth_verified_same_issue
PAIR_0484,TEST,DISTANT_NON_DUPLICATE,CP-DEV-A0484,CP-DEV-B0484,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,12.9249,80.1,12.83481,80.192432,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0465,TEST,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0465,CP-DEV-B0465,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0067,80.202,12.995889,80.213095,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0066,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0066,CP-DEV-B0066,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,12.975,80.221,12.97491,80.220908,civic_drainage_011.jpg,civic_drainage_011.jpg,1,ground_truth_verified_same_issue
PAIR_0491,TEST,DISTANT_NON_DUPLICATE,CP-DEV-A0491,CP-DEV-B0491,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,12.975,80.221,13.06509,80.313451,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0265,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0265,CP-DEV-B0265,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0694,80.1948,13.0694,80.1948,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0239,TEST,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0239,CP-DEV-B0239,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0012,80.2565,13.001335,80.256639,civic_roads_003.jpg,trans_civic_roads_003.jpg,1,ground_truth_verified_same_issue
PAIR_0421,TEST,SAME_DEPT_DIFF_LOC_800M,CP-DEV-A0421,CP-DEV-B0421,garbage,garbage,garbage,garbage,Garbage overflow near market entrance,Garbage dump near residential block B,Trash uncollected for days.,Trash uncollected for days.,13.0827,80.2707,13.075493,80.263301,civic_garbage_021.jpg,civic_garbage_022.jpg,0,ground_truth_verified_different_issue
PAIR_0285,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0285,CP-DEV-B0285,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0339,80.2696,13.0339,80.2696,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0163,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0163,CP-DEV-B0163,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0827,80.2707,13.083781,80.27181,,,1,ground_truth_verified_same_issue
PAIR_0461,TEST,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0461,CP-DEV-B0461,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0067,80.202,13.017511,80.190905,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0323,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0323,CP-DEV-B0323,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0012,80.2565,13.046245,80.21027,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0210,TEST,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0210,CP-DEV-B0210,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0694,80.1948,13.071382,80.192765,,,1,ground_truth_verified_same_issue
PAIR_0211,TEST,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0211,CP-DEV-B0211,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0339,80.2696,13.033765,80.269461,civic_water_032.jpg,trans_civic_water_032.jpg,1,ground_truth_verified_same_issue
PAIR_0270,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0270,CP-DEV-B0270,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,12.9249,80.1,12.9249,80.1,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0467,TEST,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0467,CP-DEV-B0467,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0418,80.2341,13.052611,80.223003,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0346,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0346,CP-DEV-B0346,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0012,80.2565,13.046245,80.30273,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0450,TEST,DIFFERENT_ISSUE_SAME_WARD,CP-DEV-A0450,CP-DEV-B0450,drainage,drainage,drainage,drainage,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0694,80.1948,13.080211,80.205898,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0316,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0316,CP-DEV-B0316,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,12.975,80.221,13.020045,80.267225,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0319,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0319,CP-DEV-B0319,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0418,80.2341,12.996755,80.280338,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0067,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0067,CP-DEV-B0067,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,13.0067,80.202,13.00679,80.201908,civic_infrastructure_051.jpg,civic_infrastructure_051.jpg,1,ground_truth_verified_same_issue
PAIR_0283,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0283,CP-DEV-B0283,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0694,80.1948,13.0694,80.1948,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0240,TEST,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0240,CP-DEV-B0240,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,13.0694,80.1948,13.069535,80.194661,civic_water_032.jpg,trans_civic_water_032.jpg,1,ground_truth_verified_same_issue
PAIR_0419,TEST,SAME_DEPT_DIFF_LOC_800M,CP-DEV-A0419,CP-DEV-B0419,garbage,garbage,garbage,garbage,Garbage overflow near market entrance,Garbage dump near residential block B,Trash uncollected for days.,Trash uncollected for days.,12.975,80.221,12.982207,80.228396,civic_garbage_021.jpg,civic_garbage_022.jpg,0,ground_truth_verified_different_issue
PAIR_0350,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0350,CP-DEV-B0350,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0067,80.202,13.051745,80.155769,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0284,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0284,CP-DEV-B0284,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0694,80.1948,13.0694,80.1948,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0185,TEST,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0185,CP-DEV-B0185,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0012,80.2565,12.999218,80.254466,,,1,ground_truth_verified_same_issue
PAIR_0340,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0340,CP-DEV-B0340,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0694,80.1948,13.114445,80.148557,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0253,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0253,CP-DEV-B0253,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0827,80.2707,13.0827,80.2707,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0122,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0122,CP-DEV-B0122,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,12.9249,80.1,12.924585,80.100324,,,1,ground_truth_verified_same_issue
PAIR_0072,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0072,CP-DEV-B0072,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,13.0827,80.2707,13.08261,80.270608,civic_roads_002.jpg,civic_roads_002.jpg,1,ground_truth_verified_same_issue
PAIR_0500,TEST,DISTANT_NON_DUPLICATE,CP-DEV-A0500,CP-DEV-B0500,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0827,80.2707,12.99261,80.178209,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0325,TEST,SAME_TEXT_FAR_LOC_5KM_SAFEGUARD,CP-DEV-A0325,CP-DEV-B0325,roads,roads,roads,roads,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,12.9249,80.1,12.969945,80.053784,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0115,TEST,NEAR_DUPLICATE_CLOSE_LOC_TYPO,CP-DEV-A0115,CP-DEV-B0115,water,water,water,water,Major water pipeline burst on 4th Cross Road,Major water pipelne burst on 4th Cros Road,Drinking water flowing onto street causing low supply pressure.,Drinkng water flowing onto street causing low supply.,13.0418,80.2341,13.042115,80.233776,,,1,ground_truth_verified_same_issue
PAIR_0261,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0261,CP-DEV-B0261,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0694,80.1948,13.0694,80.1948,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0362,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0362,CP-DEV-B0362,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0067,80.202,13.029223,80.225116,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0473,TEST,DISTANT_NON_DUPLICATE,CP-DEV-A0473,CP-DEV-B0473,infrastructure,infrastructure,infrastructure,infrastructure,Broken public park bench near children play area,Damaged rainwater storm drain near north gate,Concrete bench cracked and unsafe.,Drainage grill broken causing open pit.,13.0694,80.1948,13.15949,80.102314,civic_infrastructure_051.jpg,civic_drainage_011.jpg,0,ground_truth_verified_different_issue
PAIR_0081,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0081,CP-DEV-B0081,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,12.9249,80.1,12.92499,80.100092,civic_infrastructure_051.jpg,civic_infrastructure_051.jpg,1,ground_truth_verified_same_issue
PAIR_0154,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0154,CP-DEV-B0154,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0418,80.2341,13.042881,80.23299,,,1,ground_truth_verified_same_issue
PAIR_0149,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0149,CP-DEV-B0149,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,13.0067,80.202,13.007781,80.20089,,,1,ground_truth_verified_same_issue
PAIR_0278,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0278,CP-DEV-B0278,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0827,80.2707,13.0827,80.2707,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0282,TEST,DIFFERENT_DEPT_SAME_LOC_SAFEGUARD,CP-DEV-A0282,CP-DEV-B0282,roads,streetlights,roads,streetlights,Large pothole on street,Streetlight dark and unlit,Deep road crater creating hazard,Lamp non functional on pole,13.0418,80.2341,13.0418,80.2341,civic_roads_001.jpg,civic_roads_001.jpg,0,ground_truth_verified_different_issue
PAIR_0034,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0034,CP-DEV-B0034,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,12.975,80.221,12.975,80.221,civic_drainage_011.jpg,civic_drainage_011.jpg,1,ground_truth_verified_same_issue
PAIR_0178,TEST,NEAR_DUPLICATE_220M_DECAY,CP-DEV-A0178,CP-DEV-B0178,garbage,garbage,garbage,garbage,Uncollected garbage pile outside market gate,Accumulated waste dump near market entrance,Trash dumping uncleaned for 4 days creating foul smell.,Garbage pile uncleaned for days creating health hazard.,13.0339,80.2696,13.031918,80.267566,,,1,ground_truth_verified_same_issue
PAIR_0164,TEST,NEAR_DUPLICATE_120M_DECAY,CP-DEV-A0164,CP-DEV-B0164,drainage,drainage,drainage,drainage,Overflowing sewage drain near bus terminal,Clogged sewer pipe overflowing on street,Stinking drain water standing on public walkway.,Stinking drain water spilling near bus stand area.,12.9249,80.1,12.923819,80.101109,,,1,ground_truth_verified_same_issue
PAIR_0045,TEST,EXACT_DUPLICATE_SAME_LOC_SAME_TEXT,CP-DEV-A0045,CP-DEV-B0045,roads,roads,roads,roads,Large pothole near main college gate,Large pothole near main college gate,Deep crater on Anna Salai creating hazard for two wheelers.,Deep crater on Anna Salai creating hazard for two wheelers.,13.0339,80.2696,13.0339,80.2696,civic_water_031.jpg,civic_water_031.jpg,1,ground_truth_verified_same_issue
PAIR_0352,TEST,SAME_TEXT_FAR_LOC_2KM_SAFEGUARD,CP-DEV-A0352,CP-DEV-B0352,water,water,water,water,Deep crater pothole on main road,Deep crater pothole on main road,Road surface severely damaged near junction.,Road surface severely damaged near junction.,13.0827,80.2707,13.105223,80.247577,civic_roads_002.jpg,civic_roads_002.jpg,0,ground_truth_verified_different_issue
PAIR_0089,TEST,NEAR_DUPLICATE_REPHRASED_SAME_LOC,CP-DEV-A0089,CP-DEV-B0089,roads,roads,roads,roads,Large pothole near main college gate,Deep road damage near college entrance,Deep crater on Anna Salai creating hazard for two wheelers.,Severe broken pavement surface creating danger for vehicles.,13.0012,80.2565,13.00111,80.256592,civic_water_032.jpg,civic_water_032.jpg,1,ground_truth_verified_same_issue
PAIR_0232,TEST,NEAR_DUPLICATE_VISUAL_HASH,CP-DEV-A0232,CP-DEV-B0232,streetlights,streetlights,streetlights,streetlights,Dark streetlight non functional on 2nd main street,Streetlight dark on 2nd main road,Lamp turned off completely making road unsafe at night.,Lamp broken and unlit making area unsafe after evening.,12.9249,80.1,12.924765,80.099861,civic_roads_003.jpg,trans_civic_roads_003.jpg,1,ground_truth_verified_same_issue
